bill_num,term,session,bill_type,companion,primary_sponsors,cosponsors,short_title,attributes,counties,statutes,keywords,bill_url
HB0795,2023_2024,2023-RS,Bill,,Harrison; Autry; Morey,Ager; Gill; Hawkins; Rudow,Rights of Nature/Haw River.,Public,No counties specifically cited,"77 (Chapters); 77-145, 77-146, 77-147, 77-148, 77-149, 77-150, 77-151, 77-152 (Sections)","attorney general, conservation, council of state, environment, justice dept., lakes & rivers, local government, minorities, public, public officials, tribes & tribal government, water resources, haw river",https://www.ncleg.gov/BillLookUp/2023/H795
HB0796,2023_2024,2023-RS,Bill,,A. Jones,Autry; K. Brown; Harrison; Morey; Prather,The Patients' Restoration of Rights Act.,Public,No counties specifically cited,"90 (Chapters); 1-15, 1-17, 90-21.19A (Sections)","civil procedure, courts, death & dying, disasters & emergencies, diseases & health disorders, health services, malpractice, public, public health, civil actions, public health emergency, patient rights",https://www.ncleg.gov/BillLookUp/2023/H796
HB0797,2023_2024,2023-RS,Bill,,Crawford; T. Brown; Harrison; G. Brown,Autry; K. Brown; Buansi; Gill; Prather,Protect Burdened Communities/Adverse Impacts.,Public,No counties specifically cited,"143B, 62 (Chapters); 143B-279.18, 62-110.1 (Sections)","commerce, environment, environmental health, hazardous substances, hazardous waste, industrial location, industrial waste, licenses & permits, manufacturing, minorities, planning & zoning, public, public health, waste management",https://www.ncleg.gov/BillLookUp/2023/H797
HB0798,2023_2024,2023-RS,Bill,,Chesser; Wheatley; Willis,Cleveland; Fontenot; McNeely; Shepard,NC Accountability/Safety Net.,Public; Text has changed,No counties specifically cited,"143 (Chapters); 143-300.1B, 143-300.1C (Sections)","contracts, corporations, nonprofit, counties, dhhs, health depts., health services, local government, public, public health, social services, social services depts., liability, ngos",https://www.ncleg.gov/BillLookUp/2023/H798
HB0799,2023_2024,2023-RS,Bill,,Winslow; Penny; Zenger,Cotham; Fontenot; Kidwell; McNeely,Local Government Audits.,Public; Contains Appropriations; Contains Local Appropriations; Text has changed,No counties specifically cited,"115C-447, 159-34 (Sections)","appropriations, auditing & audits, boards, budgeting, council of state, councils, councils of government, education, education boards, elementary education, kindergarten, local government, public, public officials, secondary education, state auditor",https://www.ncleg.gov/BillLookUp/2023/H799
HB0800,2023_2024,2023-RS,Bill,,Bradford; Willis; T. Brown; Chesser,Clemmons; Cotham; Kidwell; Sossamon,Public School Part-Time Enrollment.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,"115C-218.45, 115C-364.1, 115C-47 (Sections)","appropriations, boards, budgeting, charter schools, education, education boards, elementary education, kindergarten, local government, private schools, public, public instruction dept., secondary education",https://www.ncleg.gov/BillLookUp/2023/H800
HB0801,2023_2024,2023-RS,Bill,,Buansi; Autry; Harrison; Price,Ager; Ball; Belk; K. Brown; Butler; Carney; Cervania; Gill; Harris; Hawkins; Liu; Longest; Morey; Prather; Reives; Rudow; von Haefen,Reenact Solar Energy Tax Credit.,Public,No counties specifically cited,105 (Chapters); 105-129.16A (Sections),"corporations, for-profit, corporations, nonprofit, public, tax credits, taxation, taxes, corporate income, taxes, individual income, alternative energy",https://www.ncleg.gov/BillLookUp/2023/H801
HB0802,2023_2024,2023-RS,Bill,,Cervania; Pierce; Lowery,Ager; Autry; Belk; K. Brown; Butler; Carney; Cunningham; Gill; Harrison; Hawkins; John; Liu; Logan; Longest; Morey; Prather; Quick; Reives; Rudow; Staton-Williams; von Haefen,Biannual Back to School Sales Tax Holiday.,Public,No counties specifically cited,105 (Chapters); 105-164.13C (Sections),"clothing, commerce, computers, education, information technology, public, retailing, sports, taxation, taxes, sales & use, textiles, tax holidays",https://www.ncleg.gov/BillLookUp/2023/H802
HB0803,2023_2024,2023-RS,Bill,,Cervania; Clemmons; von Haefen,Belk; Gill; Harrison; Hawkins; Morey; Prather,County Service Districts/Early Childhood Ed.,Public,No counties specifically cited,153A (Chapters); 153A-301 (Sections),"budgeting, counties, county commissioners, education, elementary education, funding, kindergarten, local government, minors, public, taxation, tax districts, early childhood education",https://www.ncleg.gov/BillLookUp/2023/H803
HB0804,2023_2024,2023-RS,Bill,,Brockman; Hawkins; Gill,Autry; Belk; Cervania; Harrison; Logan; Morey; Prather; Quick; Rudow,Body-Worn Camera Recordings.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,"114-64, 132-1.4A, 143-318.11, 153A-436.1, 15A-201, 15A-202, 15A-203, 15A-220, 160A-490.1 (Sections)","appropriations, budgeting, commissions, counties, courts, crimes, emergency services, funding, governor, governor's crime comn., grants, justice dept., laboratories, law enforcement, law enforcement officers, local government, municipalities, personnel, public, sbi, public safety dept., monitoring & surveillance systems, cameras, state crime lab",https://www.ncleg.gov/BillLookUp/2023/H804
HB0805,2023_2024,2023-RS,Bill,,Longest; Setzer; Liu,Autry; Belk; K. Brown; Butler; Carney; Cervania; Cunningham; Gill; Harrison; F. Jackson; John; Logan; Morey; Prather; Price; Rudow,Prevent Abusive HOA Foreclosure Practices.,Public,No counties specifically cited,"47C, 47E (Chapters); 47C-3-107.1, 47C-3-116, 47F-3-107.1, 47F-3-116 (Sections)","civil procedure, commerce, consumer protection, courts, debtor & creditor, housing, liens, mediation & arbitration, public, civil actions, homeowners associations",https://www.ncleg.gov/BillLookUp/2023/H805
HB0806,2023_2024,2023-RS,Bill,,Longest; Staton-Williams; Buansi; Prather,Autry; Belk; K. Brown; Butler; Carney; Cervania; Gill; Harrison; John; Morey; Roberson,Protect School Journalists.,Public,No counties specifically cited,"115C, 115D, 116 (Chapters); 115C-218.75, 115C-238.66, 115C-407.70, 115C-407.71, 115C-407.72, 115C-407.73, 115C-47, 115D-82, 116-11, 116-305 (Sections)","colleges & universities, community colleges, courts, education, higher education, media, public, students, unc",https://www.ncleg.gov/BillLookUp/2023/H806
HB0807,2023_2024,2023-RS,Bill,,Carson Smith; Ward,Adams; McNeely; Miller,Modify Firearms Retrieval Process in DV Cases.,Public; Text has changed,No counties specifically cited,"132, 50B (Chapters); 132-1.4, 50B-3.1 (Sections)","counties, courts, crimes, criminal records, domestic violence, evidence, law enforcement, local government, minors, public, sheriffs, weapons, witnesses, women, records, family issues",https://www.ncleg.gov/BillLookUp/2023/H807
HB0808,2023_2024,2023-RS,Bill  / SL  - (=S),SB   639,Blackwell; Pless; Fontenot; Torbett,Arp; Cairns; N. Jackson; Johnson; Loftis; McNeely; Ward; Willis,Gender Transition/Minors.,Public; Text has changed,No counties specifically cited,"143C, 90 (Chapters); 143C-6-5.6, 90-21.150, 90-21.151, 90-21.152, 90-21.153, 90-21.154 (Sections)","budgeting, civil procedure, counseling, courts, funding, health services, lgbtq & gender issues, mental health, minors, nurses & nursing, occupations, physicians, presented, public, ratified, title change, vetoed, liability, chaptered, veto overridden, civil actions, family issues",https://www.ncleg.gov/BillLookUp/2023/H808
HB0809,2023_2024,2023-RS,Bill,,Reeder; Miller; Pyrtle,Adams; G. Brown; Butler; Cotham; Liu; Loftis; McNeely; Moss; Ward; White; Wray,Hospital Violence Protection Act.,Public; Text has changed,No counties specifically cited,"131E (Chapters); 131E-88, 131E-88.2 (Sections)","assault, crimes, dhhs, emergency services, health services, hospitals, law enforcement, law enforcement officers, notification, personnel, public, safety",https://www.ncleg.gov/BillLookUp/2023/H809
HB0810,2023_2024,2023-RS,Bill,,Pyrtle; Cotham; Miller; Moss,Faircloth; McNeely; Ward,Alternative LEO Special Separation Allowance.,Public; Text has changed,No counties specifically cited,"143 (Chapters); 143-166.44, 143-166.45 (Sections)","emergency services, law enforcement, law enforcement officers, lgers, local government, personnel, public, retirement, salaries & benefits, state employees, teachers, tsers, government employees, local government employees, pension & retirement funds",https://www.ncleg.gov/BillLookUp/2023/H810
HB0811,2023_2024,2023-RS,Bill,,Longest; Logan; Morey; Harrison,Autry; Belk; Buansi; Butler; Gill; Liu; Prather; Quick,Abolish Contributory Negligence.,Public,No counties specifically cited,"1, 113, 143, 1A, 1B, 20, 90, 95 (Chapters); 1-139, 1-139.1, 113-291.8, 143-291, 143-299.1, 143-300.1A, 1A-1, 1B-2, 20-11, 20-126, 20-137.1, 20-137.4, 20-137.4A, 20-140.4, 20-141, 20-158, 20-158.1, 20-175.3, 90-95.5, 95-229.12 (Sections)","buses, civil procedure, commerce, commissions, courts, disabled persons, dmv, drivers licenses, education, id systems, industrial comn., infrastructure, licenses & permits, motor vehicles, public, roads & highways, signs, transportation, transportation dept., civil actions, traffic control devices",https://www.ncleg.gov/BillLookUp/2023/H811
HB0812,2023_2024,2023-RS,Bill,,Longest; Harrison,Autry; Gill; Prather,Uniform Restrictive Employment Agreement Act.,Public,No counties specifically cited,"1H (Chapters); 1H-1, 1H-10, 1H-11, 1H-12, 1H-13, 1H-14, 1H-15, 1H-16, 1H-17, 1H-18, 1H-19, 1H-2, 1H-20, 1H-21, 1H-3, 1H-4, 1H-5, 1H-6, 1H-7, 1H-8, 1H-9 (Sections)","commerce, confidentiality, contracts, employment, personnel, privacy, public",https://www.ncleg.gov/BillLookUp/2023/H812
HB0813,2023_2024,2023-RS,Bill  / SL  -,,Bradford; D. Hall; A. Jones,Ager; Carney; Cotham; Cunningham; Harris; Logan; Majeed; McNeely; Willingham; Wray,The Pretrial Integrity Act.,Public; Text has changed,No counties specifically cited,"15A, 7B (Chapters); 15A-533, 7B-1906 (Sections)","bail, courts, crimes, criminal procedure, parole & probation, presented, inmates, public, ratified, sentencing, surety & fidelity, chaptered",https://www.ncleg.gov/BillLookUp/2023/H813
HB0814,2023_2024,2023-RS,Bill  / SL  -,,Pless,Clampitt,Emergency Management Mods.,Public; Text has changed,No counties specifically cited,"102, 153A, 166A (Chapters); 102-1.1, 102-1.2, 102-1.3, 102-11, 153A-18, 166A-19.12, 166A-19.14A, 166A-29.1, 166A-61, 166A-69 (Sections)","appropriations, budgeting, committees, council of state, disasters & emergencies, emergency management, emergency services, fees, geography, governor, hazardous substances, lakes & rivers, local government, presented, public, public officials, ratified, reporting, rescue squads, water resources, weather, chaptered, emergency equipment, geographic boundaries, public safety dept.",https://www.ncleg.gov/BillLookUp/2023/H814
HB0815,2023_2024,2023-RS,Bill  / SL  -,,Chesser; Loftis; Reeder; Willingham,Butler; Cervania; Cotham; Crawford; Fontenot; N. Jackson; A. Jones; Liu; Longest; McNeely; Pickett; Pierce; Prather; Shepard; Charles Smith; Sossamon; Wheatley; Wray,The Loving Homes Act.,Public; Text has changed,No counties specifically cited,131D (Chapters); 131D-10.2C (Sections),"child custody, commissions, dhhs, foster care, minors, presented, public, ratified, social services, social services comn., chaptered, family issues",https://www.ncleg.gov/BillLookUp/2023/H815
HB0816,2023_2024,2023-RS,Bill,,Mills; Davis; Warren; Zenger,Adams; Clampitt; Cleveland; Kidwell; McNeely; Miller; Moss; Ward,Poll Observers.,Public,No counties specifically cited,"163 (Chapters); 163-166.5, 163-234 (Sections)","confidentiality, elections, personnel, political parties, privacy, public, public records, records, ballots & ballot issues",https://www.ncleg.gov/BillLookUp/2023/H816
HB0817,2023_2024,2023-RS,Bill,,T. Brown; Harrison; Crawford; G. Brown,Ager; Alston; Autry; Belk; Buansi; Butler; Carney; Cervania; Cunningham; Gill; Hawkins; John; Liu; Longest; Majeed; Morey; Prather; Quick; Reives; Roberson; Rudow; von Haefen,Healthy Families & Workplaces/Paid Sick Days.,Public,No counties specifically cited,"95 (Chapters); 95-241, 95-31.1, 95-31.2, 95-31.3, 95-31.4, 95-31.5, 95-31.6, 95-31.7, 95-31.8, 95-31.9 (Sections)","council of state, employment, health services, labor dept., personnel, public, public health, public officials, salaries & benefits, labor commissioner, leave",https://www.ncleg.gov/BillLookUp/2023/H817
HB0818,2023_2024,2023-RS,Bill,,Ball; Blackwell; Dahle,Autry; Gill; Harrison; Morey; Prather,Performance Bonds for Elections Vendors.,Public,No counties specifically cited,163 (Chapters); 163-165.7 (Sections),"commerce, contracts, corporations, for-profit, elections, public, surety & fidelity",https://www.ncleg.gov/BillLookUp/2023/H818
HB0819,2023_2024,2023-RS,Bill  (=S),SB   641,White; Arp; Paré,Fontenot; McNeely,Medical Ethics Defense (MED) Act.,Public,No counties specifically cited,"90 (Chapters); 90-21.140, 90-21.141, 90-21.142, 90-21.143, 90-21.144, 90-21.145 (Sections)","clinics, dhhs, ethics, health services, hospitals, nurses & nursing, occupations, pharmaceuticals, pharmacists & pharmacies, physicians, public, religion & religious institutions",https://www.ncleg.gov/BillLookUp/2023/H819
HB0820,2023_2024,2023-RS,Bill,,Buansi; Liu; Crawford; A. Baker,Alston; Autry; Butler; Carney; Cervania; Gill; Harrison; F. Jackson; Logan; Morey; Prather; Quick; Roberson; Willingham; Wray,Update Strategic State Plan for Alzheimer's.,Public,No counties specifically cited,143B (Chapters); 143B-181.1 (Sections),"aging, alzheimers & dementia, dhhs, diseases & health disorders, public, public health",https://www.ncleg.gov/BillLookUp/2023/H820
HB0821,2023_2024,2023-RS,Bill,,Reives,Ager; Gill; Harrison; Hawkins; F. Jackson; John; Morey; Prather; Price,Expand Limited Driving Privilege Extensions.,Public,No counties specifically cited,20 (Chapters); 20-24.1 (Sections),"courts, crimes, dmv, drivers licenses, fines & penalties, id systems, licenses & permits, motor vehicles, public, traffic offenses",https://www.ncleg.gov/BillLookUp/2023/H821
HB0822,2023_2024,2023-RS,Bill,,Buansi; T. Brown; Charles Smith,Ager; Autry; A. Baker; Belk; G. Brown; Butler; John; Prather; Staton-Williams,Const. Amend. - Involuntary Servitude.,Public; Affects Constitution,No counties specifically cited,C-I-17 (Sections),"constitution, nc, elections, personnel, public",https://www.ncleg.gov/BillLookUp/2023/H822
HB0823,2023_2024,2023-RS,Bill  (=S),SB   406,Cotham; Willis; Loftis; Moore,Adams; Arp; K. Baker; Balkcom; Bell; Biggs; Blackwell; Bradford; Brisson; Brody; Cairns; Chesser; Clampitt; Cleveland; Crutchfield; Davis; Dixon; Elmore; Faircloth; Fontenot; Gillespie; Goodwin; Greene; D. Hall; K. Hall; Hardister; Hastings; Howard; Humphrey; Iler; N. Jackson; Johnson; B. Jones; Kidwell; Lambeth; Lowery; McNeely; Miller; Mills; Moss; Paré; Penny; Pickett; Pike; Pless; Potts; Pyrtle; Reeder; Riddell; Ross; Saine; Sasser; Sauls; Setzer; Shepard; Carson Smith; Sossamon; Stevens; Strickland; Torbett; Tyson; Ward; Warren; Watford; Wheatley; White; Winslow; Zenger,Eliminate School Choice Program Waitlists.,Public; Contains Appropriations; Contains Local Appropriations; Text has changed,No counties specifically cited,"115C (Chapters); 115C-562.8, 115C-600 (Sections)","appropriations, authorities, boards, budgeting, children with special needs, colleges & universities, education, education assistance authority, elementary education, funds & accounts, higher education, minors, private schools, public, public officials, secondary education, state controller, title change, tuition, unc, unc board of governors, vouchers, residency",https://www.ncleg.gov/BillLookUp/2023/H823
