bill_number,session,title,status,primary_sponsors,intro_date,effective_date,chapter_num,companion,summary
A-0219,2022_2023,"Child care center vehicles-equipped w alarm sys, inspect for unattended children",AWC,"Rooney, Kevin J.; McKnight, Angela V.",2022-01-11,,,S-2531,Requires child care center vehicles to be equipped with alarm system prompting driver to inspect vehicle for children left unattended in vehicle.
A-0220,2022_2023,"Sick leave, certain used-prohibit payment to public employees at retirement",ASL,"Munoz, Nancy F.; Wirths, Harold J.; Bergen, Brian",2022-01-11,,,S-0637,"Prohibits payment to public employees at retirement for certain unused sick leave, provides for forfeiture of payment for unused sick leave for certain criminal convictions, and requires documentation for use of sick leave."
A-0221,2022_2023,PERS-benefits are calculated on base salary regardless of extra compensation,ASL,"Munoz, Nancy F.; Wirths, Harold J.; Bergen, Brian",2022-01-11,,,,Provides that public employee pension benefits are calculated on base salary exclusive of various forms of extra compensation.
A-0222,2022_2023,Stalking and restraining order protections for adoptive children-concerns,AHU,"Munoz, Nancy F.; Quijano, Annette; Matsikoudis, Michele",2022-01-11,,,,Concerns stalking and related restraining order protections for adoptive children and their adoptive parents victimized by persons whose parental rights to the adoptive children have been terminated.
A-0223,2022_2023,Consumer Access to Health Care Act-elim advanced practice nurse to prescribe med,AHE,"Munoz, Nancy F.; Jasey, Mila M.; Benson, Daniel R.",2022-01-11,,,,"""Consumer Access to Health Care Act""; eliminates requirement of joint protocol with physician for advanced practice nurses to prescribe medication."
A-0224,2022_2023,PERS-bars certain employees of certain public agencies from participation,ASL,"Munoz, Nancy F.; Wirths, Harold J.",2022-01-11,,,,Bars certain employees of certain public agencies from participating in PERS; repeals law permitting PERS and TPAF members on leave who work for labor organization to purchase pension credit.
A-0225,2022_2023,Domestic violence for adoptive parents-expands,ALP,"Munoz, Nancy F.; Matsikoudis, Michele",2022-01-11,,,,Expands domestic violence protection for adoptive parents.
A-0226,2022_2023,Monica's Law-establish evidence-based risk assessment in domestic violence cases,AJU,"Munoz, Nancy F.; Mosquera, Gabriela M.",2022-01-11,,,,"Establishes ""Monica's Law"" requiring evidence-based risk assessments in certain domestic violence cases."
A-0227,2022_2023,"Domestic crisis teams-uniform response procedures req, Statewide supervision",AJU,"Munoz, Nancy F.; Mosquera, Gabriela M.; Greenwald, Louis D.",2022-01-11,,,,"Requires uniform response procedures for all domestic crisis teams established or participated in by law enforcement agencies, and strengthens Statewide supervision over teams."
A-0228,2022_2023,"Domestic violence, child exposed-estab. Statewide program, provide treatment svc",AJU,"Munoz, Nancy F.; Wimberly, Benjie E.; McKnight, Angela V.",2022-01-11,,,S-3497,Establishes Statewide program to provide treatment services for children exposed to domestic violence.
A-0229,2022_2023,Domestic violence counseling-estab standards; Abuse Intervention Prog Advisory,ABU,"Munoz, Nancy F.; Murphy, Carol A.",2022-01-11,,,S-2817,"Establishes standards for domestic violence counseling and creates ""Abuse Intervention Program Advisory Committee."" *"
A-0230,2022_2023,"Nurses, advanced practice-establishes tuition reimbursement program",AHI,"Munoz, Nancy F.; Jasey, Mila M.; Dunn, Aura K.",2022-01-11,,,,Establishes tuition reimbursement program for certain advanced practice nurses who provide mental health care services in underserved areas in New Jersey.
A-0231,2022_2023,Nursing programs-estab process for county colleges to offer baccalaureate degree,AHI,"Munoz, Nancy F.; Chaparro, Annette",2022-01-11,,,,Establishes process for county colleges to offer baccalaureate degree nursing programs.
A-0232,2022_2023,EEO settlement agreements-approved by NJT board of directors,ATR,"Munoz, Nancy F.; Matsikoudis, Michele",2022-01-11,,,S-0927,Requires settlement agreements concerning equal employment opportunity to be approved by NJT board of directors.
A-0233,2022_2023,"NJT, unsafe conduct-NJT publish safety violations, establish mechanism to report",ATR,"Munoz, Nancy F.; Matsikoudis, Michele",2022-01-11,,,,Requires NJT to publish certain safety violations and establish mechanism to report unsafe conduct.
A-0234,2022_2023,Employment and contract information-NJT post on website,ATR,"Munoz, Nancy F.; Matsikoudis, Michele",2022-01-11,,,,Requires NJT to post certain employment and contract information on its website.
A-0235,2022_2023,State realty transfer fee-allocates nondedicated portions to mun prop tax relief,ACD,"Munoz, Nancy F.; Catalano, John",2022-01-11,,,,Allocates nondedicated portion of State realty transfer fee collections to municipal property tax relief.
A-0236,2022_2023,Property tax reimbursement program-expands eligibility,ASL,"Munoz, Nancy F.",2022-01-11,,,S-1931,Expands eligibility for property tax reimbursement program.
A-0237,2022_2023,Manufacturing equipment-provides a CBT credit for certain investment,ACE,"Munoz, Nancy F.",2022-01-11,,,S-0594,"Provides a corporation business tax credit for investment in certain manufacturing equipment, facility renovation, modernization, and expansion."
A-0238,2022_2023,Manufacturing jobs-reduce number req to qualify for finance & incentive programs,ACE,"Munoz, Nancy F.",2022-01-11,,,S-1799,Reduces number of manufacturing jobs required to qualify for NJEDA financing and incentive programs.
A-0239,2022_2023,Tunnel-NJT adopt plan to evacuate passengers when rail veh. becomes immobilized,ATR,"Munoz, Nancy F.; Benson, Daniel R.; Matsikoudis, Michele",2022-01-11,,,S-0928,Requires NJT to adopt plan to evacuate passengers when rail passenger vehicle becomes immobilized in tunnel.
A-0240,2022_2023,Health care benefits-set level; req employee contrib; proh Medicare Part B reimb,ASL,"Munoz, Nancy F.",2022-01-11,,,,Sets level for health care benefits; requires employee contributions; prohibits reimbursement of Medicare Part B; adds member to SHBP/SEHBP plan design committees; requires retirees to purchase health benefits through exchanges; provides subsides for out-of-pocket costs.
A-0241,2022_2023,"Homestead property tax deduction, under gross income tax-incr & indexes maximum",AHO,"Munoz, Nancy F.",2022-01-11,,,,Increases and indexes maximum homestead property tax deduction under gross income tax.
A-0242,2022_2023,Child care services-State entities & agencies provide for full-time employees,AWC,"Munoz, Nancy F.; Pintor Marin, Eliana; Matsikoudis, Michele",2022-01-11,,,,Requires State entities and agencies to provide child care services for full-time employees.
A-0243,2022_2023,NJT annual report-changes reporting date and certain date requirements,ATR,"Munoz, Nancy F.; Benson, Daniel R.; Matsikoudis, Michele",2022-01-11,,,,Changes reporting date and certain data requirements for NJT annual report; establishes penalty for failure to issue report in timely manner; and establishes quarterly reporting requirements.
A-0244,2022_2023,Nurse staffing committees-hospitals establish,AHE,"Munoz, Nancy F.",2022-01-11,,,,Requires hospitals to establish nurse staffing committees.
A-0245,2022_2023,Affordable housing obligations-COAH administer based on statewide obligation,AHO,"Munoz, Nancy F.; Bergen, Brian",2022-01-11,,,S-0622,Requires COAH to administer affordable housing obligations of municipalities based on statewide obligation.
A-0246,2022_2023,Housing projects-authorizes municipal challenge to non-redevel ordered by COAH,AHO,"Munoz, Nancy F.; Bergen, Brian",2022-01-11,,,S-0601,Authorizes municipal challenge to non-redevelopment housing projects ordered by COAH unless order is based on exclusionary zoning; excludes flood-prone land from affordable housing vacant land analysis; provides housing obligation cap.
A-0247,2022_2023,Affordable housing obligations-COAH calculate on Statewide basis,AHO,"Munoz, Nancy F.; Bergen, Brian",2022-01-11,,,S-0604,Requires COAH to calculate affordable housing obligations on Statewide basis.
A-0248,2022_2023,Fair share affordable housing obligations-additional factors used in calculation,AHO,"Munoz, Nancy F.; Bergen, Brian",2022-01-11,,,S-0602,Establishes additional factors for municipal adjustment used in calculating fair share affordable housing obligations; provides population-based cap for these obligations.
A-0249,2022_2023,Affordable housing obligation-exemptions for urban aid municipalities,AHO,"Munoz, Nancy F.; Bergen, Brian",2022-01-11,,,S-0621,Prohibits affordable housing obligation exemptions for urban aid municipalities.
A-0250,2022_2023,Affordable housing-concerning local zoning authority with respect to,AHO,"Munoz, Nancy F.; Bergen, Brian",2022-01-11,,,S-0617,Prohibits imposition of builder's remedy in exclusionary zoning litigation.
A-0251,2022_2023,"Veterans, civil service purpose-define vet./disabled vet under fed/St definition",AMV,"Munoz, Nancy F.; Matsikoudis, Michele",2022-01-11,,,S-1259,"Permits veterans, for civil service purposes, to be defined as a veteran or disabled veteran under federal or State definition of veteran."
A-0252,2022_2023,Child care expenditures-corp. bus. and income tax credits for employer-provided,AWC,"Munoz, Nancy F.; Sampson, William B.; Benson, Daniel R.",2022-01-11,,,S-2479,Provides corporation business tax and gross income tax credits for certain employer-provided child care expenditures.
A-0253,2022_2023,Flood control projects in Cranford Township;$5M,AEN,"Munoz, Nancy F.; Matsikoudis, Michele",2022-01-11,,,S-2431,Appropriates $5 million to Cranford Township for flood control projects.
A-0254,2022_2023,Homestead property tax reimbursement-proportionate owner collect entire amount,AHO,"Munoz, Nancy F.",2022-01-11,,,,Permits eligible claimant who is proportionate owner paying entire property tax bill to collect entire homestead property tax reimbursement amount.
A-0255,2022_2023,Female patients-prohibits certain medical exams without informed consent,AHE,"Munoz, Nancy F.; Pintor Marin, Eliana; Swain, Lisa",2022-01-11,,,,Prohibits certain medical examinations on female patients without informed consent.
A-0256,2022_2023,Surgical smoke-req. health care fac prevent exposure via smoke evacuation system,APP,"Munoz, Nancy F.; DeFuccio, DeAnne C.; Speight, Shanique",2022-01-11,2023-06-11,24.0,S-0732,Requires certain health care facilities to adopt and implement policies to prevent exposure to surgical smoke via use of smoke evacuation system.*
A-0257,2022_2023,"School student-excused absence, participation in military funeral playing ""Taps""",AED,"Umba, Brandon E.",2022-01-11,,,,"Provides excused absence for public school student who participates in musical performance at military funeral, including playing ""Taps."""
A-0258,2022_2023,"Farms, commercial-allows holding 14 special occasion events per year",AAN,"Umba, Brandon E.",2022-01-11,,,,Allows commercial farms to hold 14 special occasion events per year.
A-0259,2022_2023,"Small business & farm employer-CBT & income tax cred, mandatory employer contrib",AST,"Umba, Brandon E.",2022-01-11,,,S-0098,Provides corporation business tax credits and gross income tax credits to small business employers and farm employers for increases in certain mandatory employer contributions.
A-0260,2022_2023,Elective pub. office-vacant when office holder changes pol party while in office,ASL,"Umba, Brandon E.; Torrissi, Michael",2022-01-11,,,,Declares elective public office vacant when office holder changes political party while in office.
