bill_number,session,primary_sponsor,status,summary,bill_url
LB1380,2023_2024,Dover,Indefinitely postponed,State intent to appropriate funds for Wyuka Cemetery and provide for a transfer from the Cash Reserve Fund,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55608
LB1381,2023_2024,Hansen,Indefinitely postponed,Provide work requirements for recipients of the Supplemental Nutrition Assistance Program,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55357
LB1382,2023_2024,Hansen,Indefinitely postponed,Prohibit paying petition circulators based on the number of signatures and prohibit certain contributions to ballot question committees,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55529
LB1383,2023_2024,Raybould,Indefinitely postponed,Provide for grants to Indian tribes to improve drinking water systems or sanitary sewer systems,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55620
LB1384,2023_2024,Raybould,Indefinitely postponed,Provide for grants to cities and villages from the Affordable Housing Trust Fund,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55621
LB1385,2023_2024,Kauth,Indefinitely postponed,Change provisions relating to the issuance of and eligibility for certificates and permits issued by the State Department of Education,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55154
LB1386,2023_2024,Hansen,Indefinitely postponed,"Establish an educational savings account for each student enrolled in an approved or accredited private, denominational, or parochial school for qualified educational expenses as prescribed",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55115
LB1387,2023_2024,Hansen,Indefinitely postponed,Change provisions relating to approval and regulation of adding fluoride to the water supply of certain political subdivisions,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55430
LB1388,2023_2024,Bostar,Indefinitely postponed,Adopt the Excellence in Education Scholarship Act and the Community College Promise Act and provide for transfers from the Cash Reserve Fund,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55619
LB1389,2023_2024,Bostar,Indefinitely postponed,Provide for a personal property tax exemption for broadband equipment as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55504
LB1390,2023_2024,Bostar,Indefinitely postponed,Require a report and prohibit certain activities related to elections and change and provide penalties,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55370
LB1391,2023_2024,Ballard,Indefinitely postponed,Require certain high schools to have automated external defibrillators and an athletics emergency action plan as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55584
LB1392,2023_2024,Ballard,Indefinitely postponed,Change provisions relating to the Foster Care Reimbursement Rate Committee,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55634
LB1393,2023_2024,Hansen,Passed,"Change provisions relating to the combined tax rate under the Employment Security Law and the Nebraska Student-Athlete Name, Image, or Likeness Rights Act",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54729
LB1394,2023_2024,Brewer,Passed,Exempt Nebraska National Guard income from state income taxation,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55590
LBA1394,2023_2024,Brewer,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=56227
LB1395,2023_2024,Murman,Indefinitely postponed,Adopt the Natural Asset Company Prohibition Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55451
LB1396,2023_2024,Murman,Indefinitely postponed,Change labeling provisions relating to misbranded food under the Nebraska Pure Food Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55520
LB1397,2023_2024,Murman,Indefinitely postponed,Redefine agricultural land and horticultural land for property tax purposes,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55518
LB1398,2023_2024,Murman,Indefinitely postponed,Change provisions relating to reimbursement for special education programs and support services relating to option students,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55549
LB1399,2023_2024,Murman,Indefinitely postponed,"Change provisions relating to the involvement of parents, guardians, and educational decisionmakers in the education of their children",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55180
LB1400,2023_2024,Ballard,Indefinitely postponed,Adopt the Relocation Incentive Act and provide tax incentives,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55355
LB1401,2023_2024,Ballard,Indefinitely postponed,Appropriate Federal Funds to the Department of Transportation,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54708
LB1402,2023_2024,Linehan,Passed,Require the State Treasurer to establish education scholarships and eliminate the Opportunity Scholarships Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55486
LBA1402,2023_2024,Linehan,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=56390
LB1403,2023_2024,Linehan,Indefinitely postponed,Change provisions of the Opportunity Scholarships Act and the use of credits under the act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55487
LB1404,2023_2024,Wayne,Indefinitely postponed,Change membership of the Commission on African American Affairs and provide for a quorum,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55481
LB1405,2023_2024,Wayne,Indefinitely postponed,Prohibit the purchase of single-family housing by certain entities,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55609
LB1406,2023_2024,Sanders,Indefinitely postponed,Provide for an active-duty military permit for state park entry,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55557
LB1407,2023_2024,Sanders,Indefinitely postponed,Rename and change provisions relating to the Military Base Development and Support Fund,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55480
LB1408,2023_2024,Sanders,Indefinitely postponed,"Require human trafficking informational posters in hotels, require hotels to adopt a policy and train employees, and limit liability as prescribed",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55479
LB1409,2023_2024,Bostar,Indefinitely postponed,Change provisions relating to the Nebraska Condominium Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55079
LB1410,2023_2024,Linehan,Indefinitely postponed,Change provisions relating to tax incentives under the ImagiNE Nebraska Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55354
LB1411,2023_2024,Clements,Indefinitely postponed,Appropriate Federal Funds to the Department of Transportation,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55388
LB1412,2023_2024,Speaker Arch,Passed,"Provide, change, and eliminate appropriations for operation of state government, postsecondary education, state aid, capital construction, and federal funds allocated to the State of Nebraska from the federal American Rescue Plan Act of 2021",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55256
LB1413,2023_2024,Speaker Arch,Passed,Transfer and provide for the transfer of funds and create and change the use and distribution of funds,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55255
LB1414,2023_2024,Linehan,Indefinitely postponed,Adopt the Property Tax Growth Limitation Act and change provisions relating to budget limitations,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54703
LB1415,2023_2024,Dover,Indefinitely postponed,Adopt the Property Tax Relief Act and change the Nebraska Property Tax Incentive Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55247
LB1416,2023_2024,Bostar,Indefinitely postponed,Adopt the Child Care Capacity Building and Workforce Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55647
LBA1416,2023_2024,Bostar,Indefinitely postponed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=56783
LB1417,2023_2024,Brewer,Indefinitely postponed,"Create, eliminate, terminate, and provide, change, eliminate, and transfer                 powers, duties, and membership of boards, commissions, committees, councils, task                 forces, panels, authorities, and departments and change and eliminate funds",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55542
LRCA0001,2023_2024,Blood,Indefinitely postponed,Constitutional amendment to require the Legislature to reimburse political subdivisions as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=58087
LRCA0002,2023_2024,Brandt,Indefinitely postponed,Constitutional amendment to authorize the Legislature to provide a different method of taxing owner-occupied housing,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=58068
LRCA0003,2023_2024,Bostar,Indefinitely postponed,Constitutional amendment to permit an authorized gaming operator conducting sports wagering within a licensed racetrack enclosure to allow a sports wager to be placed by an individual located within the State of Nebraska at the time the individual places the sports wager by means of a mobile or electronic platform,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=58077
LRCA0004,2023_2024,Erdman,Indefinitely postponed,Constitutional amendment to require the state to impose a consumption tax or an excise tax on all new goods and services and to provide a tax exemption for grocery items,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=58043
LRCA0005,2023_2024,Erdman,Indefinitely postponed,Constitutional amendment to prohibit governmental entities from imposing any taxes other than retail consumption taxes and excise taxes,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=58042
LRCA0006,2023_2024,Kauth,Indefinitely postponed,"Constitutional amendment to impose a limit on ad valorem taxes for real property, provide a new method of valuing real property for tax purposes, provide certain exceptions, and eliminate conflicting constitutional provisions",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=58104
LRCA0007,2023_2024,Slama,Indefinitely postponed,Constitutional amendment to authorize suits against political subdivisions for increasing tax rates without voter approval at a general election,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=58186
LRCA0008,2023_2024,Slama,Indefinitely postponed,Constitutional amendment to authorize suits against political subdivisions for levying new taxes without voter approval at a general election,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=58187
LRCA0009,2023_2024,Slama,Indefinitely postponed,Constitutional amendment to authorize suits against political subdivisions for extending expiring taxes without voter approval at a general election,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=58188
