bill_number,session,bill_type,primary_sponsor,sponsors,title,summary
S0062,2023-2024,General Bill,Senator Malloy,Malloy,"Retirement system, membership for judges, solicitors and circuit public defenders","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 9-8-40, RELATING TO MEMBERSHIP IN THE RETIREMENT SYSTEM FOR JUDGES, SOLICITORS, AND PUBLIC DEFENDERS, SO AS TO REMOVE THE AGE LIMIT OF SEVENTY-TWO FOR THOSE ELIGIBLE TO BECOME MEMBERS OF THE SYSTEM; BY AMENDING SECTION 9-8-60, RELATING TO RETIREMENT AND RETIREMENT ALLOWANCES, SO AS TO REMOVE THE REQUIREMENT THAT MEMBERS OF THE RETIREMENT SYSTEM FOR JUDGES, SOLICITORS, AND PUBLIC DEFENDERS MUST RETIRE BY THE END OF THE CALENDAR YEAR IN WHICH THEY TURN SEVENTY-TWO; AND TO REPEAL SECTION 22-1-25, RELATING TO THE MANDATORY RETIREMENT AGE FOR MAGISTRATES."
S0063,2023-2024,General Bill,Senator Malloy,Malloy,WiFi and School Buses,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-1-505 SO AS TO REQUIRE THE GENERAL ASSEMBLY, IN THE ANNUAL GENERAL APPROPRIATIONS ACT, TO APPROPRIATE FUNDS TO INSTALL, MAINTAIN, AND PROVIDE WIRELESS LOCAL AREA NETWORKS IN EVERY K-12 SCHOOL IN THIS STATE AND THEREAFTER TO APPROPRIATE FUNDS TO INSTALL, MAINTAIN, AND PROVIDE WIRELESS LOCAL AREA NETWORKS IN EVERY SCHOOL BUS IN THIS STATE, TO REQUIRE EACH DISTRICT TO ADOPT A PLAN TO MAKE SCHOOL BUSES AVAILABLE TO STUDENTS ON NON-SCHOOL DAYS, AND TO REQUIRE EACH DISTRICT TO ISSUE A REPORT DETAILING THE USE OF THE FUNDS APPROPRIATED."
S0064,2023-2024,General Bill,Senator Malloy,Malloy,Teacher Retention Pay,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-25-35 SO AS TO PROVIDE THAT SCHOOL DISTRICTS MAY PAY LUMP-SUM BONUSES TO AID IN RETAINING TEACHERS WHO EXCEL IN PROVIDING QUALITY INSTRUCTION, LEADERSHIP, OR BOTH, TO REQUIRE THAT BONUSES MUST BE APPROVED BY THE SCHOOL BOARD, TO CAP BONUSES AT NOT MORE THAN TWENTY PERCENT OF A TEACHER'S BASE SALARY, AND TO PROVIDE THAT THE PAYMENT OF BONUSES IS NOT A PART OF AN EMPLOYEE'S BASE SALARY AND IS NOT EARNABLE COMPENSATION FOR THE PURPOSES OF EMPLOYEE AND EMPLOYER CONTRIBUTIONS TO THE RESPECTIVE RETIREMENT SYSTEMS."
S0065,2023-2024,General Bill,Senator Malloy,Malloy,Statutory School Year,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-1-425, RELATING TO THE STATUTORY SCHOOL YEAR, SO AS TO REMOVE REQUIREMENTS CONCERNING THE SPECIFIC NUMBER OF DAYS THAT MUST BE INCLUDED IN A SCHOOL YEAR, TO PROVIDE THAT A DISTRICT SHALL REPORT THE SCHOOL CALENDAR THAT IT SELECTS TO THE STATE BOARD OF EDUCATION, ALONG WITH A RATIONALE BEHIND THE STRUCTURE OF THE CALENDAR, TO PROVIDE THAT A LOCAL SCHOOL DISTRICT BOARD SHALL FOCUS ON STRUCTURING ITS CALENDAR TO MAXIMIZE THE EDUCATIONAL BENEFIT IN THE UNIQUE CIRCUMSTANCES OF EACH SCHOOL, AND TO SET FORTH REQUIREMENTS FOR A SCHOOL THAT WISHES TO OPERATE ON A MODIFIED YEAR-ROUND CALENDAR."
S0066,2023-2024,General Bill,Senator Malloy,Malloy,SC College and University Board of Regents,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-138-10 SO AS TO ESTABLISH THE SOUTH CAROLINA COLLEGE AND UNIVERSITY BOARD OF REGENTS AND PROVIDE FOR ITS MEMBERSHIP, POWERS, DUTIES, AND RESPONSIBILITIES; AND TO REPEAL SECTION 59-53-10, RELATING TO THE STATE BOARD FOR TECHNICAL AND COMPREHENSIVE EDUCATION, AND SECTION 59-103-10, RELATING TO THE STATE COMMISSION ON HIGHER EDUCATION."
S0067,2023-2024,General Bill,Senator Malloy,Malloy,Deferred presentment or deposit of checks,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 34-39-180, RELATING TO RESTRICTIONS AND REQUIREMENTS FOR THE DEFERRED PRESENTMENT OR DEPOSIT OF CHECKS, SO AS TO PROVIDE THAT THE EFFECTIVE ANNUAL PERCENTAGE RATE CHARGED ON A DEFERRED PRESENTMENT TRANSACTION CANNOT EXCEED THIRTY SIX PERCENT."
S0068,2023-2024,Joint Resolution,Senator Malloy,Malloy,Gambling and gaming activities,"A JOINT RESOLUTION PROPOSING AN AMENDMENT TO ARTICLE XVII OF THE CONSTITUTION OF SOUTH CAROLINA, 1895, RELATING TO MISCELLANEOUS MATTERS, BY ADDING SECTION 16, SO AS TO PROVIDE THAT THE GENERAL ASSEMBLY MAY PROVIDE FOR THE CONDUCT OF GAMBLING AND GAMING ACTIVITIES IN CERTAIN AREAS OF THE STATE UNDER CERTAIN CIRCUMSTANCES, TO PROVIDE THAT ANY GAMBLING OR GAMING ACTIVITIES MUST BE STRICTLY REGULATED, TO PROVIDE FOR THE ALLOCATION OF ANY REVENUES; AND PROPOSING AN AMENDMENT TO SECTION 8, ARTICLE XVII OF THE CONSTITUTION OF SOUTH CAROLINA, 1895, RELATING TO OFFICERS GAMBLING AND BETTING, BY DELETING SECTION 8, SO AS TO DELETE THE PROVISION THAT MAKES IT UNLAWFUL FOR A PERSON HOLDING AN OFFICE OF HONOR, TRUST, OR PROFIT TO ENGAGE IN GAMBLING OR BETTING ON GAMES OF CHANCE, AND TO REQUIRE AN OFFICER'S REMOVAL FROM OFFICE UPON CONVICTION FOR A GAMBLING OFFENSE."
S0069,2023-2024,General Bill,Senator Malloy,Malloy,Early reading development and education program,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-156-120, RELATING TO THE AVAILABILITY OF THE SOUTH CAROLINA CHILD EARLY READING DEVELOPMENT AND EDUCATION PROGRAM, SO AS TO EXPAND THE PROGRAM IN THE 2023-2024 SCHOOL YEAR TO QUALIFIED CHILDREN RESIDING IN OTHER DISTRICTS BASED UPON EACH DISTRICT'S POVERTY INDEX, TO EXPAND THE PROGRAM IN THE 2025-2026 SCHOOL YEAR TO ALL QUALIFIED CHILDREN IN ALL SCHOOL DISTRICTS, AND TO EXPAND THE PROGRAM TO INCLUDE ALL CHILDREN WITHIN FIVE YEARS OF THE PROGRAM'S EXPANSION FOR ALL DISTRICTS; BY AMENDING SECTION 59-156-130, RELATING TO ELIGIBILITY FOR ENROLLMENT IN THE PROGRAM, SO AS TO MAKE CONFORMING CHANGES; BY AMENDING SECTION 59-156-140, RELATING TO PROVIDER APPLICATIONS, SO AS TO MAKE CONFORMING CHANGES; AND BY AMENDING SECTION 59-156-220, RELATING TO FUNDING OF THE PROGRAM, SO AS TO REQUIRE THE GENERAL ASSEMBLY TO FUND THE PROGRAM IN THE ANNUAL GENERAL APPROPRIATIONS ACT, AND TO SET THE RATE FOR THE 2023-2024 SCHOOL YEAR."
S0070,2023-2024,General Bill,Senator Malloy,Malloy,USC Board of Trustees,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-117-10, RELATING TO THE UNIVERSITY OF SOUTH CAROLINA BOARD OF TRUSTEES, SO AS TO REVISE THE COMPOSITION OF THE BOARD; BY AMENDING SECTION 59-117-20, RELATING TO THE TERMS OF THE MEMBERS OF THE BOARD, SO AS TO PROVIDE FOR THE ELECTION OF NEW MEMBERS OF THE BOARD FOR STAGGERED TERMS BEGINNING JULY 1, 2024; BY AMENDING SECTION 59-117-40, RELATING TO THE POWERS AND DUTIES OF THE BOARD, SO AS TO PROVIDE THAT THE BOARD SHALL ELECT A CHAIRMAN, TO PROVIDE THAT THE CHAIRMAN SERVES A TWO-YEAR TERM, AND TO PROVIDE THAT A TRUSTEE MAY NOT SERVE MORE THAN TWO TERMS AS CHAIRMAN; AND BY AMENDING SECTION 59-117-50, RELATING TO MEETINGS OF THE BOARD, SO AS TO PROVIDE FOR HOW SPECIAL MEETINGS OF THE BOARD MAY BE CALLED."
S0071,2023-2024,General Bill,Senator Malloy,Malloy,Death penalty,"A BILL TO AMEND SECTION 16-3-20 OF THE SOUTH CAROLINA CODE OF LAWS, RELATING TO HOMICIDE, TO REMOVE THE PENALTY OF DEATH AS A PUNISHMENT FOR A PERSON CONVICTED OF MURDER, TO REMOVE THE REQUIREMENTS FOR THE IMPLEMENTATION OF THE DEATH PENALTY, AND TO MAKE OTHER CONFORMING CHANGES; TO AMEND SECTION 16-3-655 TO REMOVE THE PENALTY OF DEATH AS A PUNISHMENT FOR CRIMINAL SEXUAL CONDUCT WITH A MINOR WHO IS LESS THAN ELEVEN YEARS OF AGE, SECOND OFFENSE, TO REMOVE THE REQUIREMENTS FOR THE IMPLEMENTATION OF THE DEATH PENALTY, AND TO MAKE OTHER CONFORMING CHANGES; TO AMEND SECTION 10-11-325 TO REMOVE THE PENALTY OF DEATH AS A PUNISHMENT FOR THE USE OF AN EXPLOSIVE DEVICE ON THE CAPITOL GROUNDS RESULTING IN DEATH; TO AMEND SECTION 16-23-490 TO REMOVE THE REFERENCE TO THE DEATH PENALTY AS AN EXEMPTION TO THE FIVE-YEAR CONSECUTIVE PENALTY FOR DISPLAYING A FIREARM IN THE COMMISSION OF A VIOLENT CRIME; TO AMEND SECTION 16-23-715 TO REMOVE THE PENALTY OF DEATH FOR A PERSON CONVICTED OF USE OF A WEAPON OF MASS DESTRUCTION IN FURTHERANCE OF AN ACT OF TERRORISM; TO AMEND SECTION 16-23-720 TO REMOVE THE PENALTY OF DEATH FOR A PERSON CONVICTED OF INTENTIONAL USE OF A DESTRUCTIVE DEVICE; TO AMEND SECTION 1-7-100 TO REMOVE THE OBLIGATION OF THE ATTORNEY GENERAL TO ASSIST SOLICITORS BY ATTENDING THE GRAND JURY IN CAPITAL CASES; TO AMEND SECTION 17-3-330 TO DELETE THE REQUIREMENT THAT THE OFFICE OF INDIGENT DEFENSE ROLL OVER UNEXPENDED FUNDS INTO A FUND FOR THE DEFENSE OF CAPITAL CASES; TO AMEND SECTION 17-3-520 TO REMOVE THE REQUIREMENT THAT A CIRCUIT PUBLIC DEFENDER BE CERTIFIED TO DEFEND CAPITAL CASES AND TO REMOVE THE REQUIREMENT THAT THE CIRCUIT PUBLIC DEFENDER MUST ESTABLISH PROCEDURES FOR ASSIGNING COUNSEL IN CAPITAL CASES; TO AMEND SECTION 17-17-10 TO REMOVE REFERENCES TO SOMEONE CHARGED WITH A FELONY PUNISHABLE BY DEATH RELATING TO THE ENTITLEMENT OF A WRIT OF HABEAS CORPUS; TO AMEND SECTION 17-25-45 TO REMOVE REFERENCES TO CASES INVOLVING THE DEATH PENALTY RELATING TO THE SENTENCING OF SERIOUS AND MOST SERIOUS OFFENSES; TO AMEND SECTION 17-27-130 TO REMOVE THE REQUIREMENT THAT COUNSEL FOR A DEFENDANT SENTENCED TO DEATH MUST MAINTAIN HIS FILES EXCEPT FOR THAT WHICH WAS ADMITTED INTO EVIDENCE AT TRIAL; TO AMEND SECTION 17-27-150 TO REMOVE THE PROVISION THAT A PARTY IN A CAPITAL POST CONVICTION RELIEF PROCEEDING IS ENTITLED TO DISCOVERY; TO AMEND SECTION 18-1-90 TO REMOVE THE REFERENCE TO DEFENDANTS SENTENCED TO DEATH FOR THE EXCLUSION OF THE RIGHT OF A DEFENDANT FOR BAIL; TO AMEND SECTION 22-5-310 TO REMOVE THE REFERENCE TO THE EXCEPTION OF CAPITAL CASES RELATING TO THE JURISDICTION OF MAGISTRATES; TO AMEND SECTION 24-3-40 TO REMOVE THE REFERENCE TO A PRISONER SENTENCED TO DEATH RELATING TO THE RIGHT TO HAVE PRISONER'S ESCROWED WAGES DISTRIBUTED TO THE PERSON OF HIS CHOICE; TO AMEND SECTIONS 24-13-125, 24-13-150, AND 24-21-560 TO REMOVE THE EXCEPTION OF DEATH PENALTY CASES IN REGARDS TO THE ELIGIBILITY OF WORK RELEASE, EARLY RELEASE, DISCHARGE, OR COMMUNITY SUPERVISION FOR INMATES IN THE DEPARTMENT OF CORRECTIONS; TO AMEND SECTION 25-7-40 TO REMOVE THE PENALTY OF DEATH FOR SOMEONE WHO, DURING TIMES OF WAR, COLLECTS, RECORDS, OR ATTEMPTS TO ELICIT CERTAIN MILITARY INFORMATION OR PLANS WITH THE INTENT TO COMMUNICATE THE INFORMATION TO THE ENEMY; TO REPEAL SECTION 1-7-340 RELATING TO THE ATTENDANCE AT INQUESTS AND PRELIMINARY HEARINGS IN CAPITAL CASES BY SOLICITORS; TO REPEAL SECTION 16-3-21 RELATING TO JURY INSTRUCTIONS IN CAPITAL CASES; TO REPEAL SECTION 16-3-25 RELATING TO THE REVIEW OF DEATH PENALTY CASES BY THE SUPREME COURT; TO REPEAL SECTION 16-3-26 RELATING TO THE APPOINTMENT OF COUNSEL FOR INDIGENT DEFENDANTS IN CASES WHERE THE DEATH PENALTY IS SOUGHT AND THE PAYMENT OF COSTS AND EXPENSES BY THE OFFICE OF INDIGENT DEFENSE; TO REPEAL SECTION 16-3-28 RELATING TO THE RIGHT OF A CAPITAL DEFENDANT TO HAVE LAST ARGUMENT AT TRIAL; TO REPEAL SECTION 17-19-80 RELATING TO THE RIGHT OF A PERSON INDICTED FOR A CAPITAL OFFENSE TO HAVE A COPY OF THE INDICTMENT; TO REPEAL SECTION 17-25-370 RELATING TO THE EXECUTION OF THE DEATH SENTENCE UPON AFFIRMANCE OF JUDGEMENT OR DISMISSAL OR ABANDONMENT OF APPEAL; TO REPEAL SECTION 17-25-380 RELATING TO THE NOTICE FOR THE IMPOSITION OF THE SENTENCE OF DEATH SENT TO THE DIRECTOR OF THE DEPARTMENT OF CORRECTIONS; TO REPEAL SECTION 17-25-390 RELATING TO THE RECEIPT OF THE NOTICE OF THE IMPOSITION OF THE SENTENCE OF DEATH; TO REPEAL SECTION 17-25-400 RELATING TO THE SERVICE OF NOTICE OF THE IMPOSITION OF THE SENTENCE OF DEATH ON THE DEFENDANT; TO REPEAL SECTION 17-27-160 RELATING TO POST-CONVICTION RELIEF PROCEDURES FOR CAPITAL CASES; TO REPEAL SECTION 18-9-20 RELATING TO REQUIREMENT THAT THE SUPREME COURT REVIEW THE CONVICTION OF EACH CAPITAL CASE; TO REPEAL SECTION 24-21-615 RELATING TO THE REVIEW OF PRISONER BENEFITS FOR PERSONS CONVICTED OF A CAPITAL OFFENSE BY THE PAROLE BOARD; AND TO REPEAL ARTICLE 5, CHAPTER 3, TITLE 24 RELATING TO THE REQUIREMENTS OF THE IMPOSITION OF A DEATH SENTENCE BY THE DEPARTMENT OF CORRECTIONS."
S0072,2023-2024,General Bill,Senator Malloy,Malloy,"Murder, hate crime aggravating circumstances","A BILL TO AMEND SECTION 16-3-20 OF THE SOUTH CAROLINA CODE OF LAWS, RELATING TO STATUTORY AGGRAVATING CIRCUMSTANCES APPLICABLE TO THE PUNISHMENT FOR MURDER, TO ADD AS A STATUTORY AGGRAVATING CIRCUMSTANCE CASES IN WHICH A MURDER WAS COMMITTED AGAINST A PERSON BECAUSE OF THE PERSON'S ACTUAL OR PERCEIVED RACE, COLOR, RELIGION, NATIONAL ORIGIN, GENDER, SEXUAL ORIENTATION, GENDER IDENTITY, OR DISABILITY."
S0073,2023-2024,General Bill,Senator Malloy,Malloy,Law enforcement interrogation,"A BILL TO AMEND CHAPTER 1, TITLE 23 OF THE SOUTH CAROLINA CODE OF LAWS, RELATING TO LAW ENFORCEMENT AND PUBLIC SAFETY, BY ADDING SECTION 23-1-250, TO PROVIDE THAT CERTAIN STATEMENTS MADE DURING QUESTIONING OR INTERROGATION MUST BE AUDIO OR VIDEO RECORDED, TO PROVIDE THAT A COURT MUST INSTRUCT A JURY THAT IT MAY DRAW AN ADVERSE INFERENCE FOR A LAW ENFORCEMENT OFFICER WHO FAILS TO RECORD A STATEMENT, TO PROVIDE THE CIRCUMSTANCES IN WHICH A PERSON'S STATEMENT MAY BE USED FOR IMPEACHMENT PURPOSES, TO PROVIDE THE CIRCUMSTANCES IN WHICH A STATEMENT OBTAINED IN ANOTHER STATE OR BY THE FEDERAL GOVERNMENT IS ADMISSIBLE IN THIS STATE, TO PROVIDE THAT AN INAUDIBLE PORTION OF A RECORDING DOES NOT RENDER IT INADMISSIBLE, AND TO DEFINE NECESSARY TERMS."
S0074,2023-2024,General Bill,Senator Malloy,Malloy,SLED jurisdiction for officer-involved shootings,"A BILL TO AMEND ARTICLE 1, CHAPTER 3, TITLE 23 OF THE SOUTH CAROLINA CODE OF LAWS, RELATING TO THE SOUTH CAROLINA LAW ENFORCEMENT DIVISION, BY ADDING SECTION 23-3-90, TO GRANT THE SOUTH CAROLINA LAW ENFORCEMENT DIVISION SPECIFIC AND EXCLUSIVE JURISDICTION AND AUTHORITY TO CONDUCT AN INVESTIGATION OF ALL OFFICER-INVOLVED SHOOTINGS THAT RESULT, OR COULD HAVE RESULTED, IN BODILY INJURY OR DEATH, TO ALLOW FOR AN INVESTIGATION OF AN OFFICER-INVOLVED SHOOTING TO BE COMPLETED BY A SEPARATE LAW ENFORCEMENT AGENCY IN CERTAIN CIRCUMSTANCES, TO ESTABLISH A PROTOCOL FOR EVIDENCE COLLECTION AND PROCESSING IN CERTAIN CIRCUMSTANCES, TO GRANT AN INVESTIGATING OFFICER THE SAME AUTHORITY AS HE WOULD HAVE IN HIS HOME JURISDICTION FOR THE DURATION OF AN INVESTIGATION, TO ESTABLISH A PROCEDURE FOR THE FORWARDING OF EVIDENCE TO THE CIRCUIT SOLICITOR UPON COMPLETION OF AN INVESTIGATION, AND TO ESTABLISH PENALTIES FOR THE FAILURE TO COMPLETE AN INDEPENDENT INVESTIGATION."
S0075,2023-2024,General Bill,Senator Malloy,Malloy,Minors - LWOP or Death sentence,"A BILL TO AMEND ARTICLE 1, CHAPTER 25, TITLE 17 OF THE SOUTH CAROLINA CODE OF LAWS, RELATING TO CONVICTIONS AND SENTENCES, BY ADDING SECTION 17-25-40, TO PROVIDE THAT A PERSON MUST NOT BE SENTENCED TO DEATH OR A TERM OF IMPRISONMENT FOR LIFE WITHOUT THE POSSIBILITY OF PAROLE IF THAT PERSON WAS YOUNGER THAN EIGHTEEN YEARS OF AGE AT THE TIME THE RELEVANT OFFENSE WAS COMMITTED."
S0076,2023-2024,General Bill,Senator Malloy,Malloy,Hindering a law enforcement,"A BILL TO AMEND SECTION 16-5-50 OF THE SOUTH CAROLINA CODE OF LAWS, RELATING TO THE PENALTY FOR HINDERING A LAW ENFORCEMENT OFFICER OR RESCUING A PRISONER, SO AS TO PROVIDE THAT A PERSON WHO HINDERS A LAW ENFORCEMENT OFFICER IS GUILTY OF A MISDEMEANOR, AND TO PROVIDE THAT AN OFFICER SHALL NOT INTERFERE WITH A PERSON PHOTOGRAPHING OR RECORDING AN OFFICER IN CERTAIN CIRCUMSTANCES; AND TO AMEND SECTION 16-9-320 OF THE SOUTH CAROLINA CODE, RELATING TO OPPOSING, RESISTING, OR ASSAULTING A LAW ENFORCEMENT OFFICER SERVING PROCESS, TO MAKE CONFORMING CHANGES."
S0077,2023-2024,General Bill,Senator Malloy,Malloy,Officer Involved Deaths,"A BILL TO AMEND CHAPTER 1, TITLE 23 OF THE SOUTH CAROLINA CODE OF LAWS, RELATING TO LAW ENFORCEMENT AND PUBLIC SAFETY, BY ADDING SECTION 23-1-250, SO AS TO PROVIDE THAT EACH LAW ENFORCEMENT AGENCY SHALL HAVE A WRITTEN POLICY REGARDING THE INVESTIGATION OF OFFICER-INVOLVED DEATHS, TO PROVIDE FOR THE CONTENTS OF THE POLICY, TO PROVIDE FOR INVESTIGATIONS, TO PROVIDE FOR REPORTS, TO PROVIDE FOR THE RELEASE OF A REPORT IF PROSECUTION IS NOT PURSUED, TO PROVIDE FOR NOTICES OF VICTIM'S RIGHTS, AND TO DEFINE NECESSARY TERMS."
S0078,2023-2024,Joint Resolution,Senator Malloy,Malloy,"Trustees, office qualifications","A JOINT RESOLUTION TO PROPOSE AN AMENDMENT TO SECTION 1, ARTICLE XVII OF THE CONSTITUTION OF THIS STATE, RELATING TO QUALIFICATIONS FOR OFFICE, SO AS TO PROVIDE THAT A RESIDENT OF ANOTHER STATE MAY BE ELECTED TO SERVE ON A COLLEGE OR UNIVERSITY BOARD OF TRUSTEES."
S0079,2023-2024,General Bill,Senator Malloy,Malloy,Act No. 140; Workers' Comp Commission Chairman,"A BILL TO REPEAL ACT 140 OF 2016, RELATING TO DELETION OF THE PROHIBITION ON SERVING CONSECUTIVE TERMS BY THE CHAIRMAN OF THE WORKERS' COMPENSATION COMMISSION, THE PROVISION THAT THE GOVERNOR MAY REAPPOINT A CHAIRMAN, AND THE PROVISION THAT MEMBERS APPOINTED TO THE WORKERS' COMPENSATION COMMISSION ARE SUBJECT TO REMOVAL BY THE GOVERNOR IN CERTAIN CIRCUMSTANCES."
S0080,2023-2024,General Bill,Senator Malloy,Malloy,Workers' Compensation Commission districts- Repeal Act No. 233,"A BILL TO REPEAL ACT 233 OF 2018, RELATING TO THE PROVISION THAT WORKERS' COMPENSATION COMMISSION HEARINGS CONCERNING COMPENSATION PAYABLE MUST BE HELD IN THE DISTRICTS IN WHICH THE INJURIES OCCURRED INSTEAD OF THE CITIES OR COUNTIES IN WHICH THE INJURIES OCCURRED, PROVIDED THAT THE LOCATION MUST BE NO GREATER THAN SEVENTY-FIVE MILES FROM THE COUNTY SEAT OF THE COUNTY IN WHICH THE INJURY OCCURRED, AND TO THE DEFINITION OF NECESSARY TERMS."
S0081,2023-2024,General Bill,Senator Malloy,Malloy,Workers' Compensation- PTSD,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 42-1-160, RELATING TO ""INJURY"" AND ""PERSONAL INJURY"" DEFINED, SO AS TO PROVIDE THAT A LIMITATION ON STRESS, MENTAL INJURIES, AND MENTAL ILLNESS FOR WORKERS' COMPENSATION DOES NOT APPLY TO A FIRST RESPONDER DIAGNOSED WITH POST-TRAUMATIC STRESS DISORDER, AND TO DEFINE NECESSARY TERMS."
S0082,2023-2024,General Bill,Senator Malloy,Malloy,Workers' Compensation- PTSD coverage for First Responders,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 42-1-160, RELATING TO ""INJURY"" AND ""PERSONAL INJURY"" DEFINED, SO AS TO PROVIDE THAT A LIMITATION ON STRESS, MENTAL INJURIES, AND MENTAL ILLNESS FOR WORKERS' COMPENSATION DOES NOT APPLY TO A FIRST RESPONDER DIAGNOSED WITH POST-TRAUMATIC STRESS DISORDER, AND TO DEFINE NECESSARY TERMS."
S0083,2023-2024,General Bill,Senator Malloy,Malloy; Gustafson,Drug Court Program Act,"A BILL TO ENACT THE ""DRUG COURT PROGRAM ACT""; TO AMEND CHAPTER 22, TITLE 17 OF THE SOUTH CAROLINA CODE OF LAWS, RELATING TO CRIMINAL INTERVENTION PROGRAMS, BY ADDING ARTICLE 13, SO AS TO DIRECT EACH CIRCUIT SOLICITOR TO ESTABLISH A DRUG COURT PROGRAM FOR ADULTS AND JUVENILES, TO PROVIDE CRITERIA FOR THE ELIGIBILITY OF PERSONS CHARGED WITH NONVIOLENT OFFENSES, TO ALLOW EACH CIRCUIT SOLICITOR TO ESTABLISH AN OFFICE OF DRUG COURT PROGRAM COORDINATOR, TO DIRECT THE COMMISSION ON PROSECUTION COORDINATION TO ESTABLISH A STATE OFFICE OF DRUG COURT COORDINATION, TO PROVIDE FOR FEES FOR PARTICIPATION IN A DRUG COURT PROGRAM, TO PROVIDE FOR ANNUAL REPORTS DETAILING THE ACTIVITIES OF DRUG COURT PROGRAMS TO THE COMMISSION ON PROSECUTION COORDINATION AND THE SENTENCING REFORM OVERSIGHT COMMITTEE, AND TO PROVIDE FOR THE APPOINTMENT OF DRUG COURT JUDGES AND THEIR COMPENSATION."
S0084,2023-2024,General Bill,Senator Malloy,Malloy,Sexual abuse or incest,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 15-3-555, RELATING TO THE STATUTE OF LIMITATIONS FOR AN ACTION TO RECOVER DAMAGES FOR AN INJURY ARISING OUT OF AN ACT OF SEXUAL ABUSE OR INCEST, SO AS TO RAISE THE AGE LIMITATION AND INCREASE THE TIME PERIOD DURING WHICH A PERSON MAY COMMENCE AN ACTION, TO PROVIDE THAT THIS STATUTE OF LIMITATIONS SHALL CONTROL IF THERE IS A CONFLICT, AND TO PROVIDE THAT AN ACTION THAT WOULD OTHERWISE BE TIME-BARRED MAY BE COMMENCED WITHIN ONE YEAR OF THE EFFECTIVE DATE OF THIS ACT; AND BY AMENDING SECTION 15-78-110, RELATING TO THE STATUTE OF LIMITATIONS FOR THE SOUTH CAROLINA TORT CLAIMS ACT, SO AS TO PROVIDE AN EXCEPTION TO THE TWO-YEAR STATUTE OF LIMITATIONS FOR ACTIONS RELATING TO TORT CLAIMS AGAINST THE STATE OR A POLITICAL SUBDIVISION OF THE STATE."
